  2.2922644e+001  3.0211791e+000  1.3567349e+001  6.6341164e-001  6.9544932e-001  2.1774288e-001  1.5379273e+001  7.6070333e-001  3.5045149e-001  1.2658149e-001  1.3091351e-001  1.4880679e-001  2.1491590e+001  1.2192738e+000  2.2409966e-001  4.9660751e-002  4.2954696e-001  2.9111276e-001  5.0957228e-002  5.5995620e-002  3.1283545e+001  8.2686392e-001  5.3140749e-001  1.1281644e-001  7.5026718e-002  4.0050659e-001  3.0110956e-001  1.2517042e-001  4.8020754e-002  6.4555948e-002  3.6809734e+001  1.6238365e-001  7.7166704e-001  3.3385496e-001  3.4597079e-002  1.0920796e-001  1.0000000e+000
  2.3622014e+001  3.3255651e+000  1.5173675e+001  7.6786253e-001  1.5541329e+000  1.6782934e-001  1.6610413e+001  1.0429024e+000  2.7560092e-001  1.2536663e+000  2.1095754e-001  1.3320372e-001  2.1491972e+001  1.8284062e+000  1.6143962e-002  8.3991992e-002  5.9566604e-001  2.7614754e-001  5.7658637e-003  5.4830371e-002  3.0240023e+001  1.5659629e+000  1.4784598e-001  1.0544258e-001  4.9743962e-002  3.3074898e-001  3.1407383e-001  3.4617662e-002  5.8524326e-002  8.8983530e-002  3.5640792e+001  4.4719474e-001  3.8909842e-001  3.7135363e-001  8.0168753e-002  1.0679191e-001  1.0000000e+000
  2.2813100e+001  3.1949543e+000  1.3329409e+001  7.0402784e-001  1.1670352e+000  1.6438621e-001  1.4820568e+001  7.5536220e-001  3.1608284e-001  8.2756898e-001  8.5447549e-002  1.4518781e-001  2.0813843e+001  1.3421697e+000  2.6257903e-001  7.8379793e-002  4.3196608e-001  4.6946635e-002  3.1135847e-002  4.7049367e-002  3.0772343e+001  1.0803373e+000  6.1834953e-001  1.0936728e-001  4.8461462e-002  1.9012590e-001  3.9261758e-002  1.1351986e-001  4.7586516e-002  8.9624601e-002  3.6606808e+001  2.0725842e-001  9.3401439e-001  3.5088679e-001  4.0769260e-002  1.0635680e-001  1.0000000e+000
  2.3493406e+001  3.5738612e+000  1.4989784e+001  7.7933775e-001  2.3057187e+000  1.1052943e-001  1.6582768e+001  1.0291019e+000  2.7509513e-001  2.3133345e+000  4.2819046e-001  1.3150749e-001  2.1689977e+001  1.7599423e+000  6.9462405e-002  8.2703304e-002  1.4977152e+000  5.7886905e-001  2.1088122e-002  5.6596842e-002  3.0429036e+001  1.4326420e+000  2.1499907e-001  9.1737054e-002  5.3163852e-002  6.8927410e-001  4.5114809e-001  1.1784187e-001  9.6945664e-002  9.5917613e-002  3.5622532e+001  3.8927095e-001  4.3873699e-001  2.9557415e-001  6.1301188e-002  1.0861877e-001  1.0000000e+000
  2.3814416e+001  3.5644626e+000  1.5430634e+001  4.2154399e-001  2.4231700e+000  1.9862945e-001  1.6795947e+001  1.7971622e-001  3.2451574e-001  2.4556313e+000  1.3035922e-001  8.9651344e-002  2.1747260e+001  6.1530505e-002  2.0706710e-001  9.3913331e-002  1.5367462e+000  1.1056639e-001  1.0259489e-001  6.7130805e-002  3.1140196e+001  3.5080787e-001  5.9400523e-001  1.5876642e-002  4.7447434e-002  7.0352000e-001  2.2374123e-001  2.4435117e-001  5.8918797e-002  9.3641561e-002  3.7378728e+001  5.4909568e-001  1.0525602e+000  5.8571870e-002  2.7709468e-002  1.0642868e-001  1.0000000e+000
  2.3896750e+001  3.5994144e+000  1.5733533e+001  4.8366455e-001  2.4332669e+000  1.6427494e-001  1.7052567e+001  1.9506863e-001  2.8402604e-001  2.4516344e+000  1.6372058e-001  1.1463944e-001  2.1909764e+001  1.2995511e-001  1.7288134e-001  9.6492785e-002  1.5912418e+000  1.6985213e-001  7.2882869e-002  5.8387140e-002  3.1226490e+001  2.1192548e-001  5.2594666e-001  1.7875230e-002  5.3396356e-002  1.0905053e+000  1.6790563e-001  2.0260863e-001  5.0220158e-002  9.3143932e-002  3.7500711e+001  5.5821987e-001  9.5197088e-001  9.7850608e-002  4.5400651e-002  1.0217586e-001  1.0000000e+000
  2.2912129e+001  3.0246592e+000  1.3847986e+001  4.6016558e-001  9.5592046e-001  1.5557238e-001  1.6210273e+001  1.8465263e-001  4.0864975e-001  5.9954278e-001  1.5912317e-001  1.4607245e-001  2.2481692e+001  4.2291185e-003  4.7601950e-001  7.1981289e-002  3.5139235e-001  2.4662482e-001  6.4245760e-002  6.5635285e-002  3.1720543e+001  1.8003469e-001  9.0470691e-001  6.5605371e-003  5.9563406e-002  4.2368218e-001  3.1628402e-001  1.6445838e-001  3.8179719e-002  7.6894572e-002  3.6331650e+001  1.9033727e-001  8.8775250e-001  2.9931958e-002  4.5688449e-002  1.0366935e-001  2.0000000e+000
  2.4536949e+001  3.6894985e+000  1.7514788e+001  6.0664990e-001  2.8330524e+000  1.0496268e-001  1.9467665e+001  3.6201561e-001  3.1931301e-001  2.9738946e+000  6.8110623e-001  1.3300555e-001  2.3650855e+001  4.1835277e-001  2.7348444e-001  6.5345164e-002  1.9203451e+000  9.6548798e-001  4.5721954e-002  7.9012647e-002  3.1208765e+001  6.9526612e-001  7.0909426e-001  1.6264436e-001  5.3085070e-002  7.7291201e-001  7.2965685e-001  1.6367547e-002  1.1658933e-001  9.3215578e-002  3.5883854e+001  1.0262224e+000  1.1398950e+000  4.2969320e-001  6.3710445e-002  1.1077300e-001  2.0000000e+000
  2.2731689e+001  3.0084004e+000  1.3594111e+001  5.0768346e-001  7.6180007e-001  1.7566932e-001  1.6106564e+001  4.6164596e-002  4.0269200e-001  2.4072116e-001  8.2571458e-002  1.2452669e-001  2.2755497e+001  2.1143492e-001  5.8596241e-001  9.1349743e-002  7.4462044e-001  3.1740014e-001  3.2177482e-002  6.3598827e-002  3.2281670e+001  2.2699644e-001  1.1313389e+000  4.3188395e-002  5.1950115e-002  4.2922643e-001  4.4558099e-001  7.2918777e-002  2.1113405e-002  8.7148941e-002  3.6947222e+001  1.2250102e-001  1.1591275e+000  1.4535673e-001  4.4993089e-002  1.0150412e-001  2.0000000e+000
  2.4230075e+001  3.5351960e+000  1.6836277e+001  6.9058688e-001  2.3775869e+000  1.1743090e-001  1.8536398e+001  5.6146821e-001  2.7270797e-001  2.4927035e+000  6.5388232e-001  1.5156986e-001  2.2805292e+001  8.1651917e-001  1.3750586e-001  7.9241093e-002  1.7090989e+000  1.0496646e+000  9.9150295e-002  5.8558613e-002  3.0668930e+001  3.3855317e-001  4.1161664e-001  1.2557590e-001  5.6397231e-002  9.1648527e-001  1.0540019e+000  2.2326688e-001  7.6556500e-002  8.9218251e-002  3.5649560e+001  4.9034331e-001  8.3133375e-001  3.7790025e-001  7.6105436e-002  1.0342008e-001  2.0000000e+000
  2.4010908e+001  3.5426294e+000  1.6450944e+001  7.1405624e-001  2.5204833e+000  1.3902089e-001  1.8521838e+001  6.6041862e-001  2.7732036e-001  2.8446010e+000  6.8279443e-001  1.5233394e-001  2.3513563e+001  9.7227221e-001  1.4119662e-001  7.7641822e-002  2.2193327e+000  1.1571624e+000  8.0238247e-002  6.0409537e-002  3.1917356e+001  3.4435225e-001  4.1627552e-001  1.3168790e-001  5.5238397e-002  1.3743597e+000  1.2768157e+000  1.7634685e-001  9.0306919e-002  9.6920319e-002  3.6913453e+001  7.3645780e-001  8.3453238e-001  4.1143486e-001  6.5005719e-002  1.0669994e-001  2.0000000e+000
  2.3846047e+001  3.3679845e+000  1.6035593e+001  7.2230326e-001  1.9459444e+000  1.3183173e-001  1.7937017e+001  6.7904169e-001  2.8428971e-001  2.0116127e+000  4.5525993e-001  1.4915678e-001  2.2934155e+001  9.9910111e-001  1.6015381e-001  7.6449994e-002  1.4870964e+000  7.3298269e-001  5.0503173e-002  5.8129140e-002  3.1505795e+001  3.5610675e-001  5.0191691e-001  1.5810223e-001  5.3416738e-002  8.6225361e-001  8.3145926e-001  1.1150894e-001  6.5894138e-002  9.0535924e-002  3.6799550e+001  8.8292359e-001  1.0120723e+000  5.0573450e-001  8.8288400e-002  1.0609100e-001  2.0000000e+000
  2.2209557e+001  3.2929991e+000  1.4656925e+001  8.0711898e-001  1.5324797e+000  7.6338544e-002  1.9177285e+001  2.8600165e-001  6.9668364e-001  7.3376990e-001  1.4247735e-001  2.0837383e-001  2.3552126e+001  5.7343825e-001  7.6623847e-001  2.0122911e-001  4.5544280e-001  2.9019497e-001  3.0119413e-001  8.2818979e-002  2.9861963e+001  7.2993858e-001  8.5842982e-002  4.4829810e-001  1.2258408e-001  3.2733642e-001  4.2331578e-001  3.7149051e-001  2.0291261e-001  7.8593564e-002  3.4682914e+001  3.9369480e-001  6.5925648e-001  2.0899935e-001  2.9411052e-001  5.3824175e-002  3.0000000e+000
  2.4043799e+001  3.8486950e+000  1.7534916e+001  7.1869861e-001  2.6598562e+000  6.5427360e-001  1.9816193e+001  8.0679749e-001  3.8571702e-001  1.7986387e+000  1.5911454e+000  4.3918155e-001  2.3475359e+001  1.8373497e+000  8.4564069e-001  2.4504836e-001  3.6490343e-001  5.5587674e-001  6.3321567e-001  7.4278995e-002  3.1758615e+001  1.7241624e+000  1.6826751e+000  8.3505820e-001  2.3083746e-001  5.5774822e-001  9.2770591e-001  3.1280831e-001  3.6114988e-001  2.6659469e-001  3.7194331e+001  9.0324306e-001  1.6476915e+000  9.9635426e-001  6.3286060e-001  1.8706845e-001  3.0000000e+000
