   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0000000e+00   0.0000000e+00   5.3931505e+01   0.0000000e+00   1.1568803e+01  -8.7155743e-02   0.0000000e+00   9.9619470e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   9.9619470e-01   0.0000000e+00   8.7155743e-02
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+01   0.0000000e+00   5.3726540e+01   0.0000000e+00   1.3125667e+01  -1.7364818e-01   0.0000000e+00   9.8480775e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   9.8480775e-01   0.0000000e+00   1.7364818e-01
   0.0000000e+00   2.5000000e+01   3.5000000e+01   5.0000000e+00   0.0000000e+00   5.1971584e+01   0.0000000e+00   1.2912658e+01   8.7155743e-02   0.0000000e+00   9.9619470e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   9.9619470e-01   0.0000000e+00  -8.7155743e-02
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+01   0.0000000e+00   5.2313540e+01   0.0000000e+00   1.7607129e+01  -4.2261826e-01   0.0000000e+00   9.0630779e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   9.0630779e-01   0.0000000e+00   4.2261826e-01
   0.0000000e+00   5.0000000e+00   0.0000000e+00   1.5000000e+01   0.0000000e+00   5.2777476e+01   0.0000000e+00   1.9293969e+01  -3.4202014e-01   0.0000000e+00   9.3969262e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   9.3969262e-01   0.0000000e+00   3.4202014e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.0000000e+01   0.0000000e+00   4.9788800e+01   0.0000000e+00   2.1570177e+01  -6.4278761e-01   0.0000000e+00   7.6604444e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   7.6604444e-01   0.0000000e+00   6.4278761e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.5000000e+01   0.0000000e+00   4.8727922e+01   0.0000000e+00   2.2727922e+01  -7.0710678e-01   0.0000000e+00   7.0710678e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   7.0710678e-01   0.0000000e+00   7.0710678e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.5000000e+01   0.0000000e+00   4.8727922e+01   0.0000000e+00   2.2727922e+01  -7.0710678e-01   0.0000000e+00   7.0710678e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   7.0710678e-01   0.0000000e+00   7.0710678e-01
   0.0000000e+00   6.0000000e+01   6.0000000e+01   0.0000000e+00   0.0000000e+00   4.5000000e+01   0.0000000e+00   2.5588457e+01   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00  -1.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.5000000e+01   0.0000000e+00   4.3607129e+01   0.0000000e+00   2.6313540e+01  -9.0630779e-01   0.0000000e+00   4.2261826e-01   0.0000000e+00  -1.0000000e+00   0.0000000e+00   4.2261826e-01   0.0000000e+00   9.0630779e-01
